label,source,video,file,noise,chroma_std,glare_area,line_ratio,hf_energy,prewitt_energy,orientation_entropy,perpendicular_ratio,hf_energy_pstd,score
attack,axon,20240823_194131,20240823_194131_f00043.png,0.5592724527866242,17.233672313257212,0.00165557861328125,0.062324276896909565,0.572909847467503,369.81059966558786,0.9431258199285019,0.12411341463188943,0.11560454359392648,0.0008282195976068547
attack,axon,20240823_194131,20240823_194131_f00092.png,0.5496147664705258,17.709053845655834,0.0012636184692382812,0.12703573033688814,0.5742358202381752,453.50010503626714,0.9642704702895486,0.11073950845295899,0.1014487202573692,0.003680381478592693
attack,axon,20240823_194131,20240823_194131_f00141.png,0.5453497933207232,17.844574113463377,0.0016460418701171875,0.08140103900068245,0.5664943226617517,417.7175663192037,0.9648224915647501,0.10725063826370425,0.11246620297522514,0.0010581819955295271
attack,axon,20240823_194131,20240823_194131_f00191.png,0.5336242169938886,18.67343408646578,0.0021314620971679688,0.12111343715973273,0.5725082784166464,436.1498503685151,0.9566289296937663,0.11375504114636126,0.11437214444654907,0.0016920795331444665
attack,axon,20240823_194131,20240823_194131_f00240.png,0.6156014566960959,16.207284681008186,0.0013895034790039062,0.0469613868693148,0.5734693832762499,403.83323860153473,0.9622330100111467,0.11163094069884383,0.10009564120135904,0.002142497685059652
attack,axon,20240823_194131,20240823_194131_f00290.png,0.5415947930459087,17.03344617732224,0.0008897781372070312,0.07197802250601883,0.5726792805976137,455.07881067858926,0.9623518237833067,0.11162580613044713,0.11672186370561888,0.0008190764340584305
attack,axon,20240823_194131,20240823_194131_f00339.png,0.5669776429542879,17.485988836030508,0.0013513565063476562,0.09808499632413842,0.5751784865818484,424.4742086337772,0.9559103176009544,0.11487438098308739,0.11561014526891718,0.0025994482038344275
attack,axon,20240823_194131,20240823_194131_f00388.png,0.5573485551170613,17.88054255558415,0.0016660690307617188,0.08978003855125939,0.5654577133154493,391.9150717033085,0.9653616710082847,0.11299025092542699,0.10771090893865858,0.0020874779712554384
attack,axon,20240823_194241,20240823_194241_f00045.png,0.6614806164236543,17.00677884432912,0.0010547637939453125,0.05715185503281067,0.6597260519282985,414.88136347474915,0.9532025002977238,0.09992002682126419,0.0788501552609241,0.0004647830989213991
attack,axon,20240823_194241,20240823_194241_f00096.png,0.684794176395758,19.66824564891916,0.0006628036499023438,0.13402764425232627,0.6740838329917856,814.5779467733141,0.9549563217089138,0.0920823048894272,0.07002052971220651,0.013535162845358916
attack,axon,20240823_194241,20240823_194241_f00148.png,0.7299923723431851,18.41294878202073,0.000682830810546875,0.07803033815828112,0.6735592892675161,683.7630871702572,0.9584145632890637,0.08981082142264615,0.07125777587471614,0.005304023099811217
attack,axon,20240823_194241,20240823_194241_f00199.png,0.7151135637340221,18.535855029892463,0.0007686614990234375,0.09157844691015764,0.6880392795009729,702.4405411304748,0.9560806059354524,0.09132908814727472,0.06751736563667236,0.004736201554695417
attack,axon,20240823_194241,20240823_194241_f00251.png,0.7110877778620571,17.869632091880124,0.0008115768432617188,0.06491019280423385,0.673904135709455,590.4667441057768,0.9581685010631179,0.09141031692563023,0.06999816974916638,0.0020063540394633424
attack,axon,20240823_194241,20240823_194241_f00302.png,0.728457653973515,19.279948162627022,0.0008020401000976562,0.1463932007925274,0.6867887832169587,746.6335059547375,0.9557111851516875,0.0918910411520218,0.07802665214739972,0.008519656937438214
attack,axon,20240823_194241,20240823_194241_f00354.png,0.7013286969390493,18.495012893834566,0.00064849853515625,0.12988648373570885,0.6870428651502714,720.8750566566396,0.9545002985217876,0.0919459373736717,0.08052092220499799,0.004063110522200164
attack,axon,20240823_194241,20240823_194241_f00405.png,0.6595067214134062,18.75797276564132,0.0008258819580078125,0.16158494804458215,0.6663763899911123,612.8238485530137,0.9597885549343602,0.09414632471628376,0.07001229976986778,0.006805694585249378
attack,axon,IMG_5915,IMG_5915_f00046.png,0.3475453143682247,22.39782822002456,2.86102294921875e-06,0.06620848884668284,0.529009678456608,204.45432056361972,0.9441811913445409,0.13401884098270705,0.13437663620357865,0.0006428540858089548
attack,axon,IMG_5915,IMG_5915_f00099.png,0.3616859622395129,18.822377552074833,0.0,0.06419366574040936,0.5236150761092483,158.50159537586308,0.918460125311063,0.13884009493265598,0.08990395796067913,0.047198512659144404
attack,axon,IMG_5915,IMG_5915_f00153.png,0.3436609209757172,22.265049341557027,0.014229774475097656,0.058123930234191316,0.5210911596289839,211.91429551381367,0.943971325600902,0.13228844301252596,0.11584130660052087,7.09881047813727e-05
attack,axon,IMG_5915,IMG_5915_f00206.png,0.35056255388388974,21.911607057869983,0.0,0.06734742050611979,0.5167569589920487,209.3713452892965,0.9441051835846466,0.132063494586793,0.11906600922960278,0.02697893741446764
attack,axon,IMG_5915,IMG_5915_f00259.png,0.3368196848550923,20.959477303507843,0.031235694885253906,0.08284393289805583,0.5278269468609945,201.09808233336955,0.9465184842690695,0.13474118256229362,0.15020026892573,3.4889138218148214e-05
attack,axon,IMG_5915,IMG_5915_f00312.png,0.35187448410346694,22.61087064848978,0.0011835098266601562,0.07580163425908214,0.5328085077725596,217.07713988681041,0.9431677571197654,0.13508288189617976,0.13238375503751554,0.00023174778451584164
attack,axon,IMG_5915,IMG_5915_f00366.png,0.33197954229804827,21.593940927409616,0.006011962890625,0.0659631644829409,0.5207699325981906,184.3808579341075,0.9353330420252953,0.14107724706867344,0.12834167310158606,6.616566580442182e-05
attack,axon,IMG_5915,IMG_5915_f00419.png,0.3768279568500424,22.830026550263906,0.0,0.05667849622929716,0.5209304371306424,217.10152847914938,0.9472973886817001,0.12371451134321348,0.11278290144903722,0.031475942755499545
attack,axon,IMG_5987,IMG_5987_f00047.png,0.3902520428346315,23.839513330786986,1.52587890625e-05,0.05255321893388167,0.5944917464104666,207.71780689861413,0.9431917121429115,0.12891926459151945,0.09663060463661202,9.932395415632951e-06
attack,axon,IMG_5987,IMG_5987_f00101.png,0.41599927336192366,23.50633523127738,1.52587890625e-05,0.06201748558323213,0.5956296669367782,223.57370961359047,0.9467363768725188,0.12216468107099938,0.1033472570687249,2.2136432942379104e-05
attack,axon,IMG_5987,IMG_5987_f00155.png,0.40313715748663514,23.742980974581585,0.001499176025390625,0.052901392056297916,0.6067516132250456,235.3666862511235,0.9440563095056281,0.12202102383391254,0.08972724394572308,3.986063629920673e-06
attack,axon,IMG_5987,IMG_5987_f00209.png,0.431401054154653,24.612163187098805,8.106231689453125e-05,0.05776183511582077,0.6142806989997628,240.8325842138242,0.9494011181865567,0.11814160314807402,0.10180784235564727,1.146542425517081e-05
attack,axon,IMG_5987,IMG_5987_f00262.png,0.43526524862152377,23.69557572420851,1.239776611328125e-05,0.06549524467620005,0.5968600096272875,207.91620069729262,0.9456371614490781,0.11941952926017345,0.08654977503016678,8.161653971102536e-05
attack,axon,IMG_5987,IMG_5987_f00316.png,0.43572742403881687,24.582624254901496,1.1444091796875e-05,0.05567262817866884,0.6046731407246956,254.79467367575623,0.9490504235794106,0.1202102886818287,0.09369942077033709,4.917082208893993e-05
attack,axon,IMG_5987,IMG_5987_f00370.png,0.41730380397507955,24.594525681248598,5.7220458984375e-06,0.048317644050206957,0.5988449124545322,247.4661210050399,0.9374681751364541,0.1269508538112188,0.07734474908509295,9.736855260322931e-05
attack,axon,IMG_5987,IMG_5987_f00424.png,0.42756725807091883,23.91155282179591,1.71661376953125e-05,0.07919795438648593,0.5959179981821019,227.43847821286255,0.9479821447340413,0.1225883689504115,0.09908375879187231,6.295324133124961e-05
attack,axon,VID_20240823_171603,VID_20240823_171603_f00046.png,0.4776277953946542,19.411397119344404,0.004090309143066406,0.05848378352835096,0.5899140630205697,454.1042003373375,0.9594465885348024,0.10018835576138992,0.07262635616269356,0.00022412503015049103
attack,axon,VID_20240823_171603,VID_20240823_171603_f00100.png,0.4947498846856768,39.45642872910011,0.0023832321166992188,0.0830078125,0.6004556496151325,601.0765447552691,0.9737228067802632,0.0961506825339108,0.07430098574976321,0.004915983703617143
attack,axon,VID_20240823_171603,VID_20240823_171603_f00153.png,0.49512246486846223,37.982174511877155,0.0008344650268554688,0.08169632613140655,0.6110643260264886,520.7981812433442,0.9734707905146943,0.09295452787456207,0.07001728155714489,0.00265429076237994
attack,axon,VID_20240823_171603,VID_20240823_171603_f00206.png,0.516415132330074,39.907755389241444,0.006534576416015625,0.14298722611574569,0.6099169639226224,647.7468083841179,0.9716055637159995,0.09552500406014167,0.0772407044178021,0.009994112735610705
attack,axon,VID_20240823_171603,VID_20240823_171603_f00260.png,0.4957222329673208,35.34969151884221,0.009474754333496094,0.07335603131523859,0.5883222670412243,528.8166578895937,0.9692075617574375,0.09902299276639788,0.060570864021947494,0.005297042499817159
attack,axon,VID_20240823_171603,VID_20240823_171603_f00313.png,0.4894627659029078,35.757325140497116,0.0028734207153320312,0.08925001248057729,0.598896995101748,514.7217837412122,0.966332379982257,0.09702545302676209,0.07459564684889407,0.003136450297111199
attack,axon,VID_20240823_171603,VID_20240823_171603_f00366.png,0.49588162448942497,35.29016083376467,0.00197601318359375,0.13673270018114952,0.610069648767874,569.7630874609998,0.9664141055382403,0.09420236769148542,0.07574983479175075,0.0041395292486292885
attack,axon,VID_20240823_171603,VID_20240823_171603_f00420.png,0.4556515642911958,35.931216933185034,0.005280494689941406,0.09697024677583131,0.6012428751045833,521.2090269137416,0.9706094051686489,0.09740199261993719,0.06941884734620936,0.0015077067091399474
attack,monitors,0,0_f0.png,0.43873266419271745,17.617342653934436,9.5367431640625e-07,0.6249332392322514,0.6188767421858724,1868.4700967441395,0.855521399414711,0.23573914460475381,0.12303306377864814,0.8125252210449817
attack,monitors,0,0_f1.png,0.4918868369686847,16.631985836480098,0.0,0.30866868280311205,0.6178938183141097,1555.9361513653776,0.8847649414986541,0.19275284306247192,0.12182610976127227,0.8552614295826675
attack,monitors,0,0_f2.png,0.4669365640519132,14.285941599072963,0.0,0.30866868280311205,0.588525865719228,1008.1306300497571,0.8808366817153129,0.1938186755487748,0.1297967602933218,0.6087248552070402
attack,monitors,0,0_f3.png,0.47253346635756704,13.383054360530899,9.5367431640625e-07,0.18920630668468164,0.5739667185314493,879.8862259805248,0.9269731476815884,0.14243854213887455,0.13556301076500246,0.008261163720697103
attack,monitors,0,0_f4.png,0.4919908314373097,12.520329956526115,0.0,0.044921875,0.5360706586145576,109.93501860669339,0.9831298660263552,0.09297487385302322,0.11294316304900975,0.008234848525227934
attack,monitors,0,0_f5.png,0.4955232435513941,11.86134756631379,0.0,0.04008667139018318,0.5580861051277364,138.7226213744913,0.9777849627404049,0.09688883117932934,0.11555067366059288,0.0002691781848528344
attack,monitors,1,1_f0.png,0.506273871734869,15.283055931207166,0.00042438507080078125,0.16103660717016163,0.7528425772940295,2429.7332022993924,0.9422223591532412,0.19197393051614484,0.09772340390617498,0.00025620880325448323
attack,monitors,1,1_f1.png,0.35552388999475454,18.924191404424956,0.004513740539550781,0.2423774220668732,0.65778012112722,1087.4792610122531,0.9299695245947909,0.1972151118191117,0.10147024844030249,5.6366926752018655e-05
attack,monitors,1,1_f2.png,0.5253052594719746,15.865305075537728,0.005927085876464844,0.4944223196577812,0.6745890845852031,1029.0007991120112,0.9426841818126146,0.16674268429110398,0.1006979636835235,0.0015858094777200693
attack,monitors,1,1_f3.png,0.38297622982877166,14.844427319007805,0.00897216796875,0.31488348849713443,0.6314542976723716,569.70121313295,0.938440121121516,0.18407240824848253,0.09207473463751344,2.885334189859655e-05
attack,monitors,1,1_f4.png,0.37890104658420976,13.757902159639354,0.0037097930908203125,0.16849028770460703,0.6730332497077404,895.6788763606485,0.9513936625903268,0.1932221049725725,0.09181478143325632,7.1802810934437195e-06
attack,monitors,1,1_f5.png,0.5320071030067693,16.857297270376407,0.001743316650390625,0.21693759509595295,0.7055656409028842,769.8547664367887,0.9667429919893173,0.16843769232709133,0.1114570283590687,0.00018299750918433126
attack,monitors,2,2_f0.png,0.40153164288255494,27.357809876047913,0.0006341934204101562,0.37979368130136826,0.7379344617305768,1817.9036349609346,0.8493127584429189,0.25302037115908044,0.13008454035861264,0.004349251850481426
attack,monitors,2,2_f1.png,0.3160785880559188,29.102260154336566,0.0026397705078125,0.16227548201058462,0.5703813832191091,617.2764864652942,0.9226083114373659,0.1890025404977137,0.09777668273348471,0.00023547692349181823
attack,monitors,2,2_f2.png,0.3428939617696076,32.140723045877394,0.004305839538574219,0.07233487497025823,0.5210355123300734,273.60054359308504,0.9702613245596958,0.12981005139463875,0.08838689343320191,0.001150494733248743
attack,monitors,2,2_f3.png,0.3374268525603723,30.622355876867626,0.00392913818359375,0.10669140846677862,0.5057879606638718,224.9272570295699,0.9722730873504585,0.13863421616187283,0.08240175000350448,0.0016340121553670827
attack,monitors,2,2_f4.png,0.3477673025608666,29.57234323877119,0.00566864013671875,0.09141167518622313,0.5336713853005411,379.2326866673359,0.961527312914883,0.14209967628728365,0.09073722674801034,0.004133886683100278
attack,monitors,2,2_f5.png,0.32513970610296256,30.21858877143724,0.0047760009765625,0.0682197234241132,0.4969864763932993,266.1843368048614,0.952450687231749,0.14040385005785408,0.08897087894517096,0.0006157193518529335
attack,monitors,3,3_f0.png,0.3339356382550125,14.141508680056694,0.025206565856933594,0.21820873325678614,0.7070608014115655,2512.9242997549713,0.7497274075985427,0.2967153304110706,0.08770554778394024,0.0005055447726539196
attack,monitors,3,3_f1.png,0.3107690704645229,15.762636992525522,0.032111167907714844,0.5296395519239081,0.663510567855476,2051.770699170046,0.7743349310561204,0.34336169296464797,0.10366632266286119,0.0010127137614083976
attack,monitors,3,3_f2.png,0.46239640553897976,21.305416089791887,0.05492973327636719,0.14158640813304635,0.6337828164146373,1060.3288049769794,0.8692539409757012,0.20394794897412769,0.09204687905032737,0.0034833060654844254
attack,monitors,3,3_f3.png,0.4019304216718594,12.059783717227658,0.009541511535644531,0.10841383266239057,0.5720425105187402,374.7792750784323,0.9039639378655256,0.19920894226826133,0.08848781972328885,3.833143552255085e-05
attack,monitors,3,3_f4.png,0.4417363044317161,13.508024160324604,5.91278076171875e-05,0.0338361643341219,0.5918635394169148,129.48780521873343,0.9394545210407497,0.15354108567788516,0.1027320949926387,4.273237113587172e-06
