sharpness,noise,contrast,colorfulness,chroma_std,specular_ratio,glare_n,glare_area,line_ratio,hf_energy,prewitt_energy,orientation_entropy,perpendicular_ratio,label,path
67.04761471506208,0.7712003805252151,47.9608447147322,63.84539602080108,23.0633499125307,3.814697265625e-05,12.0,1.239776611328125e-05,0.124912231149406,0.6890125728453687,719.0839828664188,0.9944565223629582,0.0803331022414237,bonafide,data/Bonafide/00962.png
57.8568885925697,0.5040435903615877,60.84741829106105,37.7264327485662,11.93105826208915,0.022627830505371,361.0,0.0039625167846679,0.0985433342586226,0.6418389522296868,757.2140845787414,0.9892505766566974,0.080355020221485,bonafide,data/Bonafide/00998.png
168.09175611316095,1.1939916926245295,52.15231283696649,57.419253707794674,21.482699714703354,0.0019502639770507,36.0,0.0011758804321289,0.1177760286821087,0.7522051525689553,779.3482344025388,0.984968882767387,0.0754423701573083,bonafide,data/Bonafide/01012.png
87.85248374467483,0.8687755905850002,60.55690593508916,52.29819136695596,20.00539669280963,0.0399293899536132,132.0,0.033299446105957,0.1999498304384947,0.6645870686918551,806.1122870199156,0.9876778841772872,0.0936221688632732,bonafide,data/Bonafide/08794.png
540.1359758374444,1.3904490432296084,47.69543319810389,42.12333715678049,17.651116321035627,0.040283203125,1571.0,0.0081367492675781,0.1764648707716498,0.8562168875256965,4498.4817576001005,0.9932727141734612,0.0666849718734239,bonafide,data/Bonafide/10673.png
142.18619570717328,0.9736666115231932,70.87425909611171,45.40980742669598,18.80785102495889,0.0008134841918945,325.0,2.09808349609375e-05,0.1144058702843415,0.7531007155508738,901.693731083563,0.9964493118712192,0.0750409618689472,bonafide,data/Bonafide/10684.png
100.74448199327072,1.0085593556086054,52.552837480091206,43.64856852305168,15.224719147483,8.392333984375e-05,15.0,5.245208740234375e-05,0.1189042545106047,0.7256130961153945,609.1049384958308,0.9968526968940044,0.0751045891603341,bonafide,data/Bonafide/10696.png
81.80947859316075,0.6269644523082821,57.53706204816159,55.29363368456801,19.246869572852304,0.0001907348632812,15.0,8.0108642578125e-05,0.1043529117077466,0.7296820592895742,858.720996462584,0.9917789973404898,0.0708040517636324,bonafide,data/Bonafide/10712.png
58.89825408825618,1.0739568771715424,56.07011351851526,42.94842809872209,17.064203615471254,0.031167984008789,10.0,0.0308408737182617,0.0627816529704899,0.6562565427257024,372.8909595367441,0.9788022723857877,0.0819477728152937,bonafide,data/Bonafide/10728.png
331.46407738225287,1.0019503071381222,57.4792816262063,38.91154345334013,16.528928388897853,0.0408897399902343,333.0,0.037912368774414,0.1248205804630346,0.791220006047695,3164.5206759627577,0.9902470770915685,0.0773799450636372,bonafide,data/Bonafide/10741.png
