noise_pstd,noise_pmax,prewitt_energy_pstd,prewitt_energy_pmax,hf_energy_pstd,hf_energy_pmax,orientation_entropy_pstd,orientation_entropy_pmax,perpendicular_ratio_pstd,perpendicular_ratio_pmax,chroma_std_pstd,chroma_std_pmax,label,path
0.2171439744943166,1.5107503556189674,673.3350304222362,3155.140471337586,0.0825330922643579,0.8362978788606514,0.0405066454235408,0.992492499792872,0.0322776983535313,0.2169736741030479,6.517208648667497,32.06744218723156,bonafide,data/Bonafide/00962.png
0.2020209155727242,1.2411304544907529,736.4344871048474,3251.7867027548336,0.0690276798991122,0.730576987805483,0.0515838223199837,0.99419358178381,0.0386821272774044,0.334547765742558,2.828346862028284,15.237255253559123,bonafide,data/Bonafide/00998.png
0.6171530196632212,2.5241012020513725,629.7612089483202,2327.6401903043684,0.1037003830610718,0.8843445911861965,0.0440466222461138,0.994583187866624,0.0183165827873556,0.1678701915027006,4.319502823590223,18.74741681136358,bonafide,data/Bonafide/01012.png
0.2700611777836302,1.7349774859638354,704.0717586929499,3421.546184609945,0.1032045644767281,0.7979799541422847,0.0798602424343843,0.992030468304556,0.0714263581158178,0.4446944014109945,6.885815040232374,29.428552646885333,bonafide,data/Bonafide/08794.png
0.9266628806817764,3.899212695639754,2969.040885716863,10122.113269532409,0.1337623894679801,0.8982268363453673,0.0313543600928352,0.9953986596107304,0.0209554214125042,0.1735155930125588,6.2384279354334025,26.71114522083893,bonafide,data/Bonafide/10673.png
0.439392184246427,2.241929213002197,669.8379768079371,3145.156477926748,0.1327360350189872,0.9066023188904956,0.0357911176672924,0.9952159035342152,0.0195453915981608,0.1581780965007529,9.421128665657506,43.27717956818613,bonafide,data/Bonafide/10684.png
0.3465626011745615,2.2189696811132293,508.9734405616045,2238.9364604020693,0.0557916968375723,0.8006931733168858,0.027772032865086,0.9941711423026958,0.0217403553500035,0.1736710691012599,3.326575356343896,15.692725058378514,bonafide,data/Bonafide/10696.png
0.2035572307334807,1.2149342206850589,826.0687943404369,4308.008839768429,0.0830518664369047,0.8683758784590516,0.0234128469996749,0.9889508276663984,0.0139955364849282,0.1174403301246444,5.614526632105538,32.50757734611992,bonafide,data/Bonafide/10712.png
0.2478094115719667,2.00532103995961,375.0301775133267,2388.5877501520663,0.0659893428382222,0.7641023706685995,0.0651373755676258,0.9888245236789912,0.0302764123162162,0.2014714977336754,4.715733560982884,22.702979178183504,bonafide,data/Bonafide/10728.png
1.0004383354602089,4.3234311639286425,2530.243489311057,10218.205500959262,0.1248702873917852,0.8766232546861699,0.0581845927126484,0.9943265032642012,0.0576089188160608,0.4358618149825144,4.256255196125187,21.917716798964204,bonafide,data/Bonafide/10741.png
0.621066483089685,2.886164467679238,1072.6466992802066,4280.222131059971,0.1062450836470777,0.867943911113927,0.0542303162810591,0.9967783875258238,0.0347860599385531,0.2913669785018949,3.2199011714446675,19.2094081376173,bonafide,data/Bonafide/10744.png
0.147093234493017,0.9311701953272504,848.0238674183199,4152.167329405084,0.0877318942018392,0.7333015235166083,0.0415744856594224,0.9886674142547868,0.0255138992346445,0.1772408696001086,4.696051071427833,21.345859370557267,bonafide,data/Bonafide/10881.png
0.1888258203622764,1.114622775916295,558.2607381840751,2249.0860785051163,0.0909267489322605,0.8260399692692739,0.0570410650651869,0.9963494682644974,0.0548667334793679,0.3913091092753195,5.879269952094174,34.00010835394966,bonafide,data/Bonafide/10889.png
0.6588203874945568,3.731785736735961,1547.0446066192403,9693.51910131734,0.0722321430939999,0.8834520850611959,0.0601700066414249,0.9945648093140436,0.0373478468185705,0.2805754567090283,9.924385437259138,38.52354912392608,bonafide,data/Bonafide/10954.png
0.2107277186340763,1.6615859278683258,579.5904525131502,3532.637390582806,0.0942758441692049,0.7606271221008222,0.0674714989291094,0.986459208146721,0.0327369609659668,0.2337905793827218,4.530917678476222,29.32385308444347,bonafide,data/Bonafide/10960.png
0.5132902954680214,3.1255356789434194,907.1791526590464,4825.402526936344,0.0993043090942907,0.7994832719984573,0.0427863123501534,0.995528012445062,0.0317234096488957,0.2258050956379814,4.169101516222271,18.278105524746184,bonafide,data/Bonafide/10970.png
0.4530918287132141,4.135557722185046,1519.52825356783,6401.963822435915,0.0750426676207783,0.8214071013277163,0.0562022480364741,0.991272532176027,0.0172121513606255,0.145663236662226,4.355360294993379,18.07201502469681,bonafide,data/Bonafide/10972.png
1.324700284167256,5.9188489050522,7735.557178819312,41161.51640070069,0.1120372703650503,0.9197450086552306,0.115787578985885,0.9919408471211464,0.1366824676709334,0.6148538348741225,6.042531680283108,29.534165113304415,bonafide,data/Bonafide/10992.png
0.7775840737299772,5.255798675818584,3330.187582685777,16948.93509467231,0.1388849790145096,0.823072697048591,0.0647504419200074,0.9918674147651726,0.0457494025390262,0.2631774935049829,10.201940760490258,52.90738899278829,bonafide,data/Bonafide/11040.png
0.283923201740469,1.3160745769203013,421.76526751508254,1942.841390613044,0.0931255523518398,0.7533875162934025,0.0479013027127376,0.994914639081744,0.0440387126776673,0.3250691348076918,5.123588839652136,22.463096460076468,bonafide,data/Bonafide/11053.png
0.3511689317234597,2.098632787900334,682.1079406444815,3621.502792176712,0.1033208843955568,0.90693041232954,0.052671209945329,0.9930684252146444,0.024064925330621,0.1926694890766619,7.33902428317865,32.40093712538681,bonafide,data/Bonafide/11099.png
0.2617293786495598,1.3407314037168208,342.71184605309446,1687.0510207066718,0.102623364095333,0.9069712181156502,0.0447270950109681,0.9962870491104734,0.0351135773401334,0.3013625278295711,4.946365239139662,25.26448181411174,bonafide,data/Bonafide/11117.png
0.9961301258164944,5.139816857135917,975.7930114710052,6478.835152129679,0.1921072761561614,0.8943453287678796,0.0841994020410581,0.996987613646826,0.0547959953603485,0.2682831260070576,3.7765367117288,19.875411889693563,bonafide,data/Bonafide/11130.png
0.7674648656194228,3.991063980520492,899.3493495904518,5610.330207432908,0.0814511673620569,0.8608806732365905,0.0599484764113799,0.994545489683303,0.0604904700337362,0.4545479556109666,3.4766791160580643,16.76776447081509,bonafide,data/Bonafide/11154.png
0.3995256937578169,2.053490006289417,245.7977212126788,968.5727186556657,0.1094423989042785,0.7736685949945261,0.0495045131746623,0.9968254326172608,0.0353916125175747,0.2821613940687292,2.87273581464637,13.588409194328587,bonafide,data/Bonafide/11166.png
